datetime,temperature,humidity,CO2_PPM,CH4_PPM,H2_PPM
07/13/2024 04:59:59,24.00,62,400.12,3.98,0.32
07/13/2024 05:00:02,24.00,62,400.12,4.03,0.32
07/13/2024 05:00:04,24.00,62,400.12,3.98,0.32
07/13/2024 05:00:06,24.00,62,400.12,3.98,0.32
07/13/2024 05:00:09,24.00,62,400.12,4.01,0.32
07/13/2024 05:00:11,24.00,62,400.12,4.01,0.32
07/13/2024 05:00:14,24.00,62,400.12,4.01,0.32
07/13/2024 05:00:16,24.00,62,400.12,3.98,0.32
07/13/2024 05:00:19,24.00,62,400.12,3.98,0.32
07/13/2024 05:00:21,24.00,62,400.12,3.98,0.32
07/13/2024 05:00:24,24.00,62,400.12,4.01,0.32
07/13/2024 05:00:26,24.00,62,400.12,4.01,0.32
07/13/2024 05:00:29,24.00,62,400.12,4.01,0.32
07/13/2024 05:00:31,24.00,62,400.12,3.98,0.32
07/13/2024 05:00:33,24.00,62,400.12,4.03,0.32
07/13/2024 05:00:36,24.00,62,400.12,4.01,0.32
07/13/2024 05:00:38,24.00,62,400.12,4.01,0.32
07/13/2024 05:00:41,24.00,62,400.12,4.01,0.32
07/13/2024 05:00:43,24.00,62,400.12,3.98,0.32
07/13/2024 05:00:46,24.00,62,400.12,3.98,0.32
07/13/2024 05:00:48,24.00,62,400.12,3.98,0.32
07/13/2024 05:00:51,24.00,61,400.12,4.03,0.32
07/13/2024 05:00:53,24.00,62,400.12,3.98,0.32
07/13/2024 05:00:56,24.00,61,400.12,3.98,0.32
07/13/2024 05:00:58,24.00,61,400.12,4.03,0.32
07/13/2024 05:01:00,24.00,62,400.12,4.01,0.32
07/13/2024 05:01:03,24.00,62,400.12,3.98,0.32
07/13/2024 05:01:05,24.00,62,400.12,4.01,0.32
07/13/2024 05:01:08,24.00,61,400.12,4.01,0.32
07/13/2024 05:01:10,24.00,61,400.12,3.98,0.32
07/13/2024 05:01:13,24.00,61,400.12,3.98,0.32
07/13/2024 05:01:15,24.00,61,400.12,4.01,0.32
07/13/2024 05:01:18,24.00,61,400.12,4.01,0.32
07/13/2024 05:01:20,24.00,61,400.12,3.98,0.32
07/13/2024 05:01:23,24.00,61,400.12,3.98,0.32
07/13/2024 05:01:25,24.00,61,400.12,3.98,0.32
07/13/2024 05:01:27,24.00,61,400.12,4.01,0.32
07/13/2024 05:01:30,24.00,61,400.12,4.01,0.32
07/13/2024 05:01:32,24.00,61,400.12,4.03,0.32
07/13/2024 05:01:35,24.00,61,400.12,3.98,0.32
07/13/2024 05:01:37,24.00,61,400.12,3.98,0.32
07/13/2024 05:01:40,24.00,61,400.12,4.01,0.32
07/13/2024 05:01:42,24.00,61,400.12,4.01,0.32
07/13/2024 05:01:45,24.00,61,400.12,4.01,0.32
07/13/2024 05:01:47,24.00,61,400.12,3.98,0.32
07/13/2024 05:01:50,24.00,61,400.12,3.98,0.32
07/13/2024 05:01:52,24.00,61,400.12,3.98,0.32
07/13/2024 05:01:54,24.00,61,400.12,3.98,0.32
07/13/2024 05:01:57,24.00,61,400.12,3.98,0.32
07/13/2024 05:01:59,24.00,61,400.11,4.01,0.32
07/13/2024 05:02:02,24.00,61,400.12,4.01,0.32
07/13/2024 05:02:04,24.00,61,400.12,3.98,0.32
07/13/2024 05:02:07,24.00,61,400.11,4.03,0.32
07/13/2024 05:02:09,24.00,61,400.12,3.98,0.32
07/13/2024 05:02:12,24.00,61,400.12,4.01,0.32
07/13/2024 05:02:14,24.00,61,400.12,3.98,0.32
07/13/2024 05:02:17,24.00,61,400.12,4.03,0.32
07/13/2024 05:02:19,24.00,61,400.12,4.01,0.32
07/13/2024 05:02:21,24.00,61,400.12,4.01,0.32
07/13/2024 05:02:24,24.00,61,400.12,4.03,0.32
07/13/2024 05:02:26,24.00,61,400.12,4.01,0.32
07/13/2024 05:02:29,24.00,61,400.12,3.98,0.32
07/13/2024 05:02:31,24.00,61,400.12,4.01,0.32
07/13/2024 05:02:34,24.00,61,400.12,4.01,0.32
07/13/2024 05:02:36,24.00,61,400.12,4.01,0.32
07/13/2024 05:02:39,24.00,61,400.12,4.03,0.32
07/13/2024 05:02:41,24.00,61,400.12,3.98,0.32
07/13/2024 05:02:44,24.00,61,400.12,3.98,0.32
07/13/2024 05:02:46,24.00,61,400.12,4.03,0.32
07/13/2024 05:02:48,24.00,61,400.12,4.03,0.32
07/13/2024 05:02:51,24.00,61,400.12,4.01,0.32
07/13/2024 05:02:53,24.00,61,400.12,3.98,0.32
07/13/2024 05:02:56,24.00,61,400.12,3.98,0.32
07/13/2024 05:02:58,24.00,61,400.11,4.01,0.32
07/13/2024 05:03:01,24.00,61,400.11,4.01,0.32
07/13/2024 05:03:03,24.00,61,400.12,3.98,0.32
07/13/2024 05:03:06,24.00,61,400.11,4.03,0.32
07/13/2024 05:03:08,24.00,61,400.11,4.03,0.32
07/13/2024 05:03:11,24.00,61,400.12,4.01,0.32
07/13/2024 05:03:13,24.00,61,400.11,3.98,0.32
07/13/2024 05:03:15,24.00,61,400.11,4.01,0.32
07/13/2024 05:03:18,24.00,61,400.11,3.98,0.32
07/13/2024 05:03:20,24.00,61,400.11,3.98,0.32
07/13/2024 05:03:23,24.00,61,400.11,3.98,0.32
07/13/2024 05:03:25,24.00,61,400.11,4.01,0.32
07/13/2024 05:03:28,24.00,61,400.11,4.01,0.32
07/13/2024 05:03:30,24.00,61,400.11,3.98,0.32
07/13/2024 05:03:33,24.00,61,400.11,4.03,0.32
07/13/2024 05:03:35,24.00,61,400.11,4.01,0.32
07/13/2024 05:03:38,24.00,61,400.11,3.98,0.32
07/13/2024 05:03:40,24.00,61,400.11,4.01,0.32
07/13/2024 05:03:42,24.00,61,400.11,3.98,0.32
07/13/2024 05:03:45,24.00,61,400.11,4.03,0.32
07/13/2024 05:03:47,24.00,61,400.11,4.03,0.32
07/13/2024 05:03:50,24.00,61,400.11,3.98,0.32
07/13/2024 05:03:52,24.00,61,400.11,4.03,0.32
07/13/2024 05:03:55,24.00,61,400.11,4.01,0.32
07/13/2024 05:03:57,24.00,61,400.11,3.98,0.32
07/13/2024 05:04:00,24.00,61,400.11,4.03,0.32
07/13/2024 05:04:02,24.00,61,400.11,3.98,0.32
07/13/2024 05:04:05,24.00,61,400.11,3.98,0.32
07/13/2024 05:04:07,24.00,61,400.11,4.01,0.32
07/13/2024 05:04:09,24.00,61,400.11,4.01,0.32
07/13/2024 05:04:12,24.00,61,400.11,4.01,0.32
07/13/2024 05:04:14,24.00,61,400.11,3.98,0.32
07/13/2024 05:04:17,24.00,61,400.11,3.98,0.32
07/13/2024 05:04:19,24.00,61,400.11,3.98,0.32
07/13/2024 05:04:22,24.00,61,400.11,3.98,0.32
07/13/2024 05:04:24,24.00,61,400.11,4.01,0.32
07/13/2024 05:04:27,24.00,61,400.11,4.01,0.32
07/13/2024 05:04:29,24.00,61,400.11,4.01,0.32
07/13/2024 05:04:32,24.00,61,400.11,4.01,0.32
07/13/2024 05:04:34,24.00,61,400.11,3.98,0.32
07/13/2024 05:04:36,24.00,61,400.11,4.01,0.32
07/13/2024 05:04:39,24.00,61,400.11,3.98,0.32
07/13/2024 05:04:41,24.00,61,400.11,4.03,0.32
07/13/2024 05:04:44,24.00,61,400.11,3.98,0.32
07/13/2024 05:04:46,24.00,61,400.11,4.01,0.32
07/13/2024 05:04:49,24.00,61,400.11,3.98,0.32
07/13/2024 05:04:51,24.00,61,400.11,3.98,0.32
07/13/2024 05:04:54,24.00,61,400.11,4.03,0.32
07/13/2024 05:04:56,24.00,61,400.11,4.01,0.32
07/13/2024 05:04:59,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:01,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:03,24.00,61,400.11,3.98,0.32
07/13/2024 05:05:06,24.00,61,400.11,3.98,0.32
07/13/2024 05:05:08,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:11,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:13,24.00,61,400.11,3.98,0.32
07/13/2024 05:05:16,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:18,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:21,24.00,61,400.11,3.98,0.32
07/13/2024 05:05:23,24.00,61,400.11,3.98,0.32
07/13/2024 05:05:26,24.00,61,400.11,3.98,0.32
07/13/2024 05:05:28,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:30,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:33,24.00,61,400.11,3.98,0.32
07/13/2024 05:05:35,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:38,24.00,61,400.11,3.98,0.32
07/13/2024 05:05:40,24.00,61,400.11,3.98,0.32
07/13/2024 05:05:43,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:45,24.00,61,400.11,3.98,0.32
07/13/2024 05:05:48,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:50,24.00,61,400.11,3.98,0.32
07/13/2024 05:05:53,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:55,24.00,61,400.11,4.01,0.32
07/13/2024 05:05:57,24.00,61,400.11,4.01,0.32
07/13/2024 05:06:00,24.00,61,400.11,4.01,0.32
07/13/2024 05:06:02,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:05,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:07,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:10,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:12,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:15,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:17,24.00,61,400.11,4.01,0.32
07/13/2024 05:06:19,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:22,24.00,61,400.11,4.01,0.32
07/13/2024 05:06:24,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:27,24.00,61,400.11,4.01,0.32
07/13/2024 05:06:29,24.00,61,400.11,4.03,0.32
07/13/2024 05:06:32,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:34,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:37,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:39,24.00,61,400.11,4.01,0.32
07/13/2024 05:06:42,24.00,61,400.11,4.03,0.32
07/13/2024 05:06:44,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:46,24.00,61,400.11,4.01,0.32
07/13/2024 05:06:49,24.00,61,400.11,3.95,0.32
07/13/2024 05:06:51,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:54,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:56,24.00,61,400.11,3.98,0.32
07/13/2024 05:06:59,24.00,61,400.11,4.01,0.32
07/13/2024 05:07:01,24.00,61,400.11,4.01,0.32
07/13/2024 05:07:04,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:06,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:09,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:11,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:13,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:16,24.00,61,400.11,3.95,0.32
07/13/2024 05:07:18,24.00,61,400.11,4.01,0.32
07/13/2024 05:07:21,24.00,61,400.11,4.03,0.32
07/13/2024 05:07:23,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:26,24.00,61,400.11,4.03,0.32
07/13/2024 05:07:28,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:31,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:33,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:36,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:38,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:40,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:43,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:45,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:48,24.00,61,400.11,3.98,0.32
07/13/2024 05:07:50,24.00,61,400.11,4.01,0.32
07/13/2024 05:07:53,24.00,61,400.11,4.01,0.32
07/13/2024 05:07:55,24.00,61,400.11,4.03,0.32
07/13/2024 05:07:58,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:00,24.00,61,400.11,4.03,0.32
07/13/2024 05:08:03,24.00,61,400.11,4.03,0.32
07/13/2024 05:08:05,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:07,24.00,61,400.11,4.01,0.32
07/13/2024 05:08:10,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:12,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:15,24.00,61,400.11,4.01,0.32
07/13/2024 05:08:17,24.00,61,400.11,4.01,0.32
07/13/2024 05:08:20,24.00,61,400.11,4.01,0.32
07/13/2024 05:08:22,24.00,61,400.11,4.01,0.32
07/13/2024 05:08:25,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:27,24.00,61,400.11,4.01,0.32
07/13/2024 05:08:30,24.00,61,400.11,4.01,0.32
07/13/2024 05:08:32,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:34,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:37,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:39,24.00,61,400.11,4.01,0.32
07/13/2024 05:08:42,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:44,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:47,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:49,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:52,24.00,61,400.11,4.01,0.32
07/13/2024 05:08:54,24.00,61,400.11,3.98,0.32
07/13/2024 05:08:57,24.00,61,400.11,4.01,0.32
07/13/2024 05:08:59,24.00,61,400.11,3.98,0.32
07/13/2024 05:09:01,24.00,61,400.11,4.01,0.32
07/13/2024 05:09:04,24.00,61,400.11,4.01,0.32
07/13/2024 05:09:06,24.00,61,400.11,3.98,0.32
07/13/2024 05:09:09,24.00,61,400.11,3.95,0.32
07/13/2024 05:09:11,24.00,61,400.11,3.98,0.32
07/13/2024 05:09:14,24.00,61,400.11,4.01,0.32
07/13/2024 05:09:16,24.00,61,400.11,4.03,0.32
07/13/2024 05:09:19,24.00,61,400.11,3.98,0.32
07/13/2024 05:09:21,24.00,61,400.11,4.01,0.32
07/13/2024 05:09:24,24.00,61,400.11,4.01,0.32
07/13/2024 05:09:26,24.00,61,400.11,4.01,0.32
07/13/2024 05:09:28,24.00,61,400.11,4.01,0.32
07/13/2024 05:09:31,24.00,61,400.11,3.95,0.32
07/13/2024 05:09:33,24.00,61,400.11,3.98,0.32
07/13/2024 05:09:36,24.00,61,400.11,4.01,0.32
07/13/2024 05:09:38,24.00,61,400.11,3.98,0.32
07/13/2024 05:09:41,24.00,61,400.11,3.95,0.32
07/13/2024 05:09:43,24.00,61,400.11,3.98,0.32
07/13/2024 05:09:46,24.00,61,400.11,4.01,0.32
07/13/2024 05:09:48,24.00,61,400.11,3.98,0.32
07/13/2024 05:09:51,24.00,61,400.11,3.98,0.32
07/13/2024 05:09:53,24.00,61,400.11,3.95,0.32
07/13/2024 05:09:55,24.00,61,400.11,3.95,0.32
07/13/2024 05:09:58,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:00,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:03,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:05,24.00,61,400.11,4.01,0.32
07/13/2024 05:10:08,24.00,61,400.11,4.01,0.32
07/13/2024 05:10:10,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:13,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:15,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:18,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:20,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:22,24.00,61,400.11,3.95,0.32
07/13/2024 05:10:25,24.00,61,400.11,3.93,0.32
07/13/2024 05:10:27,24.00,61,400.11,3.95,0.32
07/13/2024 05:10:30,24.00,61,400.11,4.01,0.32
07/13/2024 05:10:32,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:35,24.00,61,400.11,4.01,0.32
07/13/2024 05:10:37,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:40,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:42,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:45,24.00,61,400.11,3.95,0.32
07/13/2024 05:10:47,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:49,24.00,61,400.11,3.95,0.32
07/13/2024 05:10:52,24.00,61,400.11,3.95,0.32
07/13/2024 05:10:54,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:57,24.00,61,400.11,3.98,0.32
07/13/2024 05:10:59,24.00,61,400.11,4.01,0.32
07/13/2024 05:11:02,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:04,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:07,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:09,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:12,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:14,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:16,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:19,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:21,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:24,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:26,24.00,61,400.11,4.03,0.32
07/13/2024 05:11:29,24.00,61,400.11,3.93,0.32
07/13/2024 05:11:31,24.00,61,400.11,4.01,0.32
07/13/2024 05:11:34,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:36,24.00,61,400.11,4.01,0.32
07/13/2024 05:11:39,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:41,24.00,61,400.11,3.95,0.32
07/13/2024 05:11:43,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:46,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:48,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:51,24.00,61,400.11,3.95,0.32
07/13/2024 05:11:53,24.00,61,400.11,3.98,0.32
07/13/2024 05:11:56,24.00,61,400.11,4.08,0.32
07/13/2024 05:11:58,24.00,62,400.11,4.19,0.32
07/13/2024 05:12:01,24.00,63,400.11,4.19,0.32
07/13/2024 05:12:03,24.00,63,400.11,4.19,0.32
07/13/2024 05:12:06,24.00,63,400.11,4.16,0.32
07/13/2024 05:12:08,24.00,63,400.11,4.22,0.32
07/13/2024 05:12:10,24.00,63,400.11,4.16,0.32
07/13/2024 05:12:13,24.00,63,400.11,4.14,0.32
07/13/2024 05:12:15,24.00,63,400.11,4.14,0.32
07/13/2024 05:12:18,24.00,62,400.11,4.16,0.32
07/13/2024 05:12:20,24.00,62,400.11,4.14,0.32
07/13/2024 05:12:23,24.00,62,400.11,4.14,0.32
07/13/2024 05:12:25,24.00,62,400.11,4.14,0.32
07/13/2024 05:12:28,24.00,62,400.11,4.14,0.32
07/13/2024 05:12:30,24.00,62,400.11,4.11,0.32
07/13/2024 05:12:33,24.00,62,400.11,4.08,0.32
07/13/2024 05:12:35,24.00,62,400.11,4.08,0.32
07/13/2024 05:12:37,24.00,62,400.11,4.08,0.32
07/13/2024 05:12:40,24.00,62,400.11,4.08,0.32
07/13/2024 05:12:42,24.00,61,400.11,4.11,0.32
07/13/2024 05:12:45,24.00,61,400.11,4.08,0.32
07/13/2024 05:12:47,24.00,61,400.11,4.08,0.32
07/13/2024 05:12:50,24.00,61,400.11,4.08,0.32
07/13/2024 05:12:52,24.00,61,400.11,4.08,0.32
07/13/2024 05:12:55,24.00,61,400.11,4.08,0.32
07/13/2024 05:12:57,24.00,61,400.11,4.08,0.32
07/13/2024 05:13:00,24.00,61,400.11,4.06,0.32
07/13/2024 05:13:02,24.00,61,400.11,4.08,0.32
07/13/2024 05:13:04,24.00,61,400.11,4.08,0.32
07/13/2024 05:13:07,24.00,61,400.11,4.06,0.32
07/13/2024 05:13:09,24.00,61,400.11,4.03,0.32
07/13/2024 05:13:12,24.00,61,400.11,4.06,0.32
07/13/2024 05:13:14,24.00,61,400.11,4.06,0.32
07/13/2024 05:13:17,24.00,61,400.11,4.03,0.32
07/13/2024 05:13:19,24.00,61,400.11,4.06,0.32
07/13/2024 05:13:22,24.00,61,400.11,4.03,0.32
07/13/2024 05:13:24,24.00,61,400.11,4.03,0.32
07/13/2024 05:13:27,24.00,61,400.11,4.08,0.32
07/13/2024 05:13:29,24.00,61,400.11,4.03,0.32
07/13/2024 05:13:31,24.00,61,400.11,4.08,0.32
07/13/2024 05:13:34,24.00,61,400.11,4.06,0.32
07/13/2024 05:13:36,24.00,61,400.11,4.03,0.32
07/13/2024 05:13:39,24.00,61,400.11,4.03,0.32
07/13/2024 05:13:41,24.00,61,400.11,4.03,0.32
07/13/2024 05:13:44,24.00,61,400.11,4.03,0.32
07/13/2024 05:13:46,24.00,61,400.11,4.06,0.32
07/13/2024 05:13:49,24.00,61,400.11,4.03,0.32
07/13/2024 05:13:51,24.00,61,400.11,4.06,0.32
07/13/2024 05:13:53,24.00,61,400.11,4.03,0.32
07/13/2024 05:13:56,24.00,61,400.11,4.03,0.32
07/13/2024 05:13:58,24.00,61,400.11,4.03,0.32
07/13/2024 05:14:01,24.00,61,400.11,4.03,0.32
07/13/2024 05:14:03,24.00,61,400.11,4.03,0.32
07/13/2024 05:14:06,24.00,61,400.11,4.03,0.32
07/13/2024 05:14:08,24.00,61,400.11,4.03,0.32
07/13/2024 05:14:11,24.00,61,400.11,4.03,0.32
07/13/2024 05:14:13,24.00,61,400.11,4.03,0.32
07/13/2024 05:14:16,24.00,61,400.11,4.03,0.32
07/13/2024 05:14:18,24.00,61,400.11,4.01,0.32
07/13/2024 05:14:20,24.00,61,400.11,3.98,0.32
07/13/2024 05:14:23,24.00,61,400.11,4.03,0.32
07/13/2024 05:14:25,24.00,61,400.11,4.01,0.32
07/13/2024 05:14:28,24.00,61,400.11,4.03,0.32
07/13/2024 05:14:30,24.00,61,400.11,4.01,0.32
07/13/2024 05:14:33,24.00,61,400.11,4.01,0.32
07/13/2024 05:14:35,24.00,61,400.11,4.01,0.32
07/13/2024 05:14:38,24.00,61,400.11,4.03,0.32
07/13/2024 05:14:40,24.00,61,400.11,4.03,0.32
07/13/2024 05:14:43,24.00,61,400.11,3.98,0.32
07/13/2024 05:14:45,24.00,61,400.11,3.98,0.32
07/13/2024 05:14:47,24.00,61,400.11,3.98,0.32
07/13/2024 05:14:50,24.00,61,400.11,4.01,0.32
07/13/2024 05:14:52,24.00,61,400.11,4.01,0.32
07/13/2024 05:14:55,24.00,61,400.11,3.98,0.32
07/13/2024 05:14:57,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:00,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:02,24.00,61,400.11,4.03,0.32
07/13/2024 05:15:05,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:07,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:10,24.00,61,400.11,4.03,0.32
07/13/2024 05:15:12,24.00,61,400.11,3.98,0.32
07/13/2024 05:15:14,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:17,24.00,61,400.11,3.98,0.32
07/13/2024 05:15:19,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:22,24.00,61,400.11,3.98,0.32
07/13/2024 05:15:24,24.00,61,400.11,3.98,0.32
07/13/2024 05:15:27,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:29,24.00,61,400.11,3.98,0.32
07/13/2024 05:15:32,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:34,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:37,24.00,61,400.11,3.98,0.32
07/13/2024 05:15:39,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:41,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:44,24.00,61,400.11,3.98,0.32
07/13/2024 05:15:46,24.00,61,400.11,3.98,0.32
07/13/2024 05:15:49,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:51,24.00,61,400.11,4.03,0.32
07/13/2024 05:15:54,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:56,24.00,61,400.11,4.01,0.32
07/13/2024 05:15:59,24.00,61,400.11,4.03,0.32
07/13/2024 05:16:01,24.00,61,400.11,4.03,0.32
07/13/2024 05:16:04,24.00,61,400.11,4.03,0.32
07/13/2024 05:16:06,24.00,61,400.11,4.01,0.32
07/13/2024 05:16:08,24.00,61,400.11,4.01,0.32
07/13/2024 05:16:11,24.00,61,400.11,3.98,0.32
07/13/2024 05:16:13,24.00,61,400.11,3.98,0.32
07/13/2024 05:16:16,24.00,61,400.11,4.01,0.32
07/13/2024 05:16:18,24.00,61,400.11,4.01,0.32
07/13/2024 05:16:21,24.00,61,400.11,3.98,0.32
07/13/2024 05:16:23,24.00,61,400.11,4.01,0.32
07/13/2024 05:16:26,24.00,61,400.11,4.01,0.32
07/13/2024 05:16:28,24.00,61,400.11,4.01,0.32
07/13/2024 05:16:31,24.00,61,400.11,3.98,0.32
07/13/2024 05:16:33,24.00,61,400.11,4.01,0.32
07/13/2024 05:16:35,24.00,61,400.11,4.01,0.32
07/13/2024 05:16:38,24.00,61,400.11,4.01,0.32
07/13/2024 05:16:40,24.00,61,400.11,3.98,0.32
07/13/2024 05:16:43,24.00,61,400.11,4.01,0.32
07/13/2024 05:16:45,24.00,61,400.11,3.98,0.32
07/13/2024 05:16:48,24.00,61,400.11,3.98,0.32
07/13/2024 05:16:50,24.00,61,400.11,3.98,0.32
07/13/2024 05:16:53,24.00,61,400.11,4.01,0.32
07/13/2024 05:16:55,24.00,61,400.11,3.98,0.32
07/13/2024 05:16:58,24.00,61,400.11,3.95,0.32
07/13/2024 05:17:00,24.00,61,400.11,3.98,0.32
07/13/2024 05:17:02,24.00,61,400.11,4.03,0.32
07/13/2024 05:17:05,24.00,61,400.11,4.01,0.32
07/13/2024 05:17:07,24.00,61,400.11,3.98,0.32
07/13/2024 05:17:10,24.00,61,400.11,3.95,0.32
07/13/2024 05:17:12,24.00,61,400.11,4.01,0.32
07/13/2024 05:17:15,24.00,62,400.11,3.98,0.32
07/13/2024 05:17:17,24.00,61,400.11,4.01,0.32
07/13/2024 05:17:20,24.00,61,400.11,3.98,0.32
07/13/2024 05:17:22,24.00,61,400.11,3.98,0.32
07/13/2024 05:17:25,24.00,62,400.11,4.01,0.32
07/13/2024 05:17:27,24.00,62,400.11,4.01,0.32
07/13/2024 05:17:29,24.00,62,400.11,4.01,0.32
07/13/2024 05:17:32,24.00,62,400.11,3.98,0.32
07/13/2024 05:17:34,24.00,62,400.11,3.93,0.32
07/13/2024 05:17:37,24.00,62,400.11,3.98,0.32
07/13/2024 05:17:39,24.00,62,400.11,3.95,0.32
07/13/2024 05:17:42,23.00,62,400.11,3.98,0.32
07/13/2024 05:17:44,24.00,62,400.11,3.98,0.32
07/13/2024 05:17:47,23.00,62,400.10,3.95,0.32
07/13/2024 05:17:49,23.00,62,400.11,4.03,0.32
07/13/2024 05:17:52,23.00,62,400.11,3.93,0.32
07/13/2024 05:17:54,23.00,62,400.10,3.98,0.32
07/13/2024 05:17:56,23.00,62,400.10,3.95,0.32
07/13/2024 05:17:59,23.00,62,400.10,3.98,0.32
07/13/2024 05:18:01,23.00,62,400.11,3.95,0.32
07/13/2024 05:18:04,23.00,62,400.10,3.98,0.32
07/13/2024 05:18:06,23.00,62,400.11,4.01,0.32
07/13/2024 05:18:09,23.00,62,400.10,3.93,0.32
07/13/2024 05:18:11,23.00,62,400.10,3.98,0.32
07/13/2024 05:18:14,23.00,62,400.11,3.95,0.32
07/13/2024 05:18:16,23.00,62,400.10,3.98,0.32
07/13/2024 05:18:19,23.00,62,400.10,3.98,0.32
07/13/2024 05:18:21,23.00,62,400.10,3.98,0.32
